mesq_pres,b5_clayCont_100,b1_carbonCont_0,b2_carbonCont_10,b3_carbonCont_30,b4_carbonCont_60,b5_carbonCont_100,b6_carbonCont_200,ann_mean_temp,ann_precip,dist_road
0,24,1,1,1,0,0,0,160,410,324.939688
0,26,1,1,1,0,0,0,160,414,789.1793165
0,27,2,1,1,0,0,0,160,416,83.48466117
0,24,2,1,1,1,0,0,161,416,548.7403351
0,27,2,1,1,0,0,0,160,410,71.35943386
0,27,1,1,1,0,0,0,161,411,54.94957819
0,26,1,1,1,0,0,0,161,416,173.0927493
0,29,1,1,1,0,0,0,161,410,279.695782
1,28,2,2,1,1,0,0,161,410,699.8644934
0,29,1,1,1,0,0,0,161,410,838.7492308
0,27,2,1,1,1,0,0,161,414,70.3005162
1,25,2,2,1,1,0,0,161,416,172.0497313
0,23,2,1,1,1,0,0,161,416,244.4952063
0,26,2,2,1,1,0,0,161,410,745.0955916
1,26,2,2,1,1,0,0,161,410,123.9514797
1,24,2,1,1,1,0,0,161,410,130.1563362
0,23,2,1,1,1,0,0,161,410,240.6315722
0,28,2,1,1,1,0,0,162,410,65.0669594
0,26,2,1,1,1,0,0,161,410,378.5115664
0,27,2,1,1,1,0,0,161,410,247.6962038
0,24,2,1,1,1,0,0,161,410,235.8265458
0,23,1,1,1,0,0,0,161,410,174.6732235
0,24,1,1,1,1,0,0,161,412,1000.303161
0,24,1,1,1,1,0,0,161,412,1010.876818
1,22,1,1,1,1,0,0,161,412,895.8303605
0,24,1,1,1,1,0,0,161,413,884.5302001
0,25,1,1,1,1,0,0,161,413,932.8455612
0,23,1,1,1,1,0,0,161,414,78.73133982
0,22,1,1,1,1,0,0,161,414,111.7017396
0,24,2,2,1,1,0,0,161,409,826.7377666
0,31,2,2,1,1,0,0,162,410,104.836074
1,29,2,2,1,1,0,0,162,410,100.2096839
1,30,2,2,1,1,0,0,162,410,59.16906314
0,30,2,2,1,1,0,0,162,410,2.585323072
0,29,2,2,1,1,0,0,162,409,138.364188
0,30,2,2,1,1,0,0,162,409,23.9614572
0,29,2,2,1,1,1,0,162,410,121.1993475
1,26,2,1,1,1,0,0,162,410,434.3004063
0,26,2,2,1,1,0,0,162,410,441.5863599
0,27,2,1,1,0,0,0,162,409,525.7657783
0,27,1,1,1,0,0,0,162,409,749.6856015
0,24,1,1,1,0,0,0,162,410,117.544626
0,23,1,1,1,1,0,0,162,410,205.5018861
0,24,2,2,1,1,0,0,162,410,416.5486257
0,28,1,1,1,0,0,0,162,410,438.3427383
0,23,1,1,1,0,0,0,162,412,83.70130898
0,23,1,1,1,1,0,0,162,412,793.9732253
0,23,1,1,1,1,0,0,162,412,632.3939293
0,24,1,1,1,1,0,0,162,412,478.3309689
1,24,2,1,1,1,0,0,162,412,811.4585534
0,24,1,1,1,1,0,0,162,412,405.9646563
0,24,2,2,1,1,0,0,162,412,801.6455502
0,23,1,1,1,1,0,0,162,412,364.6952434
1,23,1,1,1,1,0,0,162,410,603.6767808
0,24,1,1,1,1,0,0,162,413,299.2696239
0,31,2,2,1,1,0,0,162,408,95.87121259
0,26,1,1,1,0,0,0,162,409,366.6492084
1,25,1,1,1,1,0,0,162,409,369.7135001
0,23,1,1,1,1,0,0,162,410,134.4334531
1,26,1,1,1,1,0,0,162,410,511.1499178
0,26,1,1,1,1,0,0,162,410,491.8790029
1,25,2,2,1,1,0,0,162,411,103.0008515
0,31,2,2,1,1,0,0,162,408,716.5029387
0,24,1,1,1,1,0,0,162,409,19.79467753
0,24,2,2,1,1,0,0,162,411,489.4018551
0,32,2,1,1,1,0,0,162,408,231.2397078
0,26,1,1,1,1,0,0,162,408,2.252062098
0,26,1,1,1,1,0,0,162,408,98.89415993
0,24,2,1,1,1,0,0,162,408,4.635165533
0,25,1,1,1,1,0,0,162,409,23.58592549
0,25,1,1,1,1,0,0,162,410,166.8890242
0,26,1,1,1,1,0,0,162,410,184.5390938
0,27,2,1,1,1,0,0,163,409,404.3511392
0,26,1,1,1,1,0,0,163,410,447.876553
0,23,1,1,1,1,1,0,163,410,452.8137381
0,26,1,1,1,1,1,0,163,410,580.2055668
0,28,1,1,1,1,0,0,163,410,688.2957072
0,28,1,1,1,1,0,0,163,410,663.2972779
0,23,2,2,1,1,0,0,162,411,1.190458154
0,23,1,1,1,1,0,0,163,411,86.98673132
0,25,1,1,1,1,0,0,163,411,76.83702397
0,26,1,1,1,0,0,0,162,411,37.47918047
1,26,1,1,1,1,0,0,162,411,107.6512101
0,25,1,1,1,1,0,0,163,411,146.759432
0,25,1,1,1,1,0,0,162,411,273.7576524
0,28,1,1,1,1,0,0,163,405,135.6220657
0,30,2,2,1,0,0,0,163,407,45.84961917
0,27,2,2,1,1,0,0,162,411,340.8227093
0,27,2,1,1,1,0,0,162,411,54.7414231
0,27,1,1,1,1,0,0,163,410,460.9502897
0,27,1,1,1,1,0,0,163,410,705.4699396
0,25,2,1,1,1,0,0,163,410,411.6962327
0,25,2,1,1,1,0,0,163,410,323.6945358
0,23,1,1,1,1,0,0,163,411,400.4821743
0,29,1,1,1,1,0,0,163,411,625.12692
0,24,2,1,1,1,0,0,163,411,174.9344424
0,26,2,1,1,1,1,0,163,411,110.8353823
0,25,1,1,1,1,0,0,163,406,14.26601995
0,25,2,1,1,1,0,0,163,411,370.4294081
0,28,2,2,1,0,0,0,141,426,656.3318238
0,25,1,1,1,0,0,0,141,427,523.8295656
0,29,2,1,1,1,0,0,141,427,2.669871345
0,31,2,2,1,1,0,0,141,428,99.54386501
0,30,2,2,1,1,1,0,141,428,391.9291383
0,27,2,1,1,1,0,0,141,428,208.5016656
1,27,2,1,1,1,0,0,141,428,97.8504821
1,27,2,1,1,1,0,0,141,428,115.1973626
0,28,1,1,1,0,0,0,141,430,6.99668733
0,29,2,2,1,0,0,0,141,433,73.80974967
0,30,2,2,1,1,0,0,141,427,224.7320228
0,31,2,2,1,0,0,0,141,427,453.4293784
0,30,2,1,1,0,0,0,141,428,67.32443449
0,31,2,2,1,1,0,0,141,428,225.0204437
0,28,2,1,1,1,0,0,141,428,454.3486448
0,29,2,2,1,1,0,0,141,428,343.9375486
0,32,2,2,1,1,0,0,141,433,404.087031
0,30,1,1,1,1,0,0,141,426,699.9181788
1,28,1,1,1,1,0,0,141,427,67.09794219
0,32,2,2,1,1,0,0,141,428,40.06595317
0,33,2,2,1,1,0,0,141,428,608.5132866
0,29,2,1,1,1,0,0,141,428,749.6726886
0,23,2,1,1,1,0,0,141,429,41.72801003
0,29,2,2,1,1,0,0,141,431,20.79763458
0,27,2,1,1,1,0,0,141,428,1594.761729
0,32,2,1,1,1,0,0,141,428,1557.92377
0,28,2,1,1,1,0,0,141,428,1639.50908
0,30,2,2,1,1,0,0,141,428,1371.381278
0,21,1,1,1,1,0,0,141,428,1287.844213
0,33,1,1,1,0,0,0,141,427,595.1588682
0,28,2,1,1,1,0,0,141,428,1003.79498
0,27,1,1,1,1,0,0,141,428,285.6437238
0,30,1,1,1,1,0,0,141,433,235.1188321
0,26,1,1,1,1,0,0,141,433,394.3690019
0,33,1,1,1,0,0,0,141,426,222.1186034
1,34,2,2,1,0,0,0,141,426,3.944898985
0,34,2,1,1,1,0,0,141,428,54.19383129
0,28,2,2,1,1,0,0,141,428,157.5292131
1,25,2,1,1,1,0,0,141,428,208.7436942
0,29,1,1,1,1,0,0,141,430,7.900000738
0,30,2,2,1,0,0,0,142,431,76.59632902
0,28,2,2,1,1,0,0,141,431,394.2988895
0,26,1,1,1,1,0,0,141,433,238.8552651
0,30,2,2,1,0,0,0,141,428,17.68258221
0,27,2,2,1,0,0,0,141,428,10.65607539
1,28,2,2,1,0,0,0,141,431,20.41786828
0,29,2,2,1,0,0,0,141,431,763.0996301
0,27,2,2,1,0,0,0,141,431,724.5461292
0,29,2,2,1,0,0,0,141,431,814.7459723
0,28,2,2,1,0,0,0,141,431,886.7897764
1,28,1,1,1,1,0,0,141,431,100.9200039
0,27,1,1,1,1,0,0,141,431,208.1209433
0,28,2,1,1,1,0,0,141,431,837.3065037
0,26,2,1,1,1,0,0,141,431,964.1355965
0,26,2,1,1,1,0,0,141,431,942.1951606
0,27,2,2,1,1,0,0,141,431,943.2978335
0,28,2,1,1,1,0,0,141,426,28.44560386
0,31,2,2,1,0,0,0,141,426,662.3049171
0,27,2,2,1,0,0,0,141,430,31.65865078
0,27,2,2,1,1,0,0,141,430,96.83196508
1,25,2,1,1,1,0,0,141,430,388.8399295
0,23,1,1,1,1,0,0,141,431,759.3305671
0,25,1,1,1,1,0,0,141,431,5.015962398
1,23,1,1,1,1,0,0,141,431,750.4999019
0,26,2,1,1,0,0,0,141,431,923.8891606
0,24,2,1,1,1,0,0,141,431,1167.893703
0,27,2,1,1,0,0,0,141,431,1277.783132
0,25,2,2,1,1,0,0,141,431,1310.123697
0,24,2,2,1,0,0,0,141,431,1195.350701
0,24,2,1,1,0,0,0,141,431,1255.67316
0,27,2,1,1,0,0,0,141,431,1230.130244
0,26,2,2,1,0,0,0,141,431,868.1649166
0,28,2,2,1,0,0,0,141,431,763.2151744
0,25,2,2,1,1,0,0,141,431,1116.823115
0,27,2,2,1,0,0,0,141,431,879.7853005
0,26,2,2,1,0,0,0,141,431,640.2486684
0,27,2,2,1,0,0,0,141,432,254.3340312
0,27,2,2,1,0,0,0,141,432,389.9271949
0,24,1,1,1,0,0,0,141,427,1364.963153
0,24,1,1,1,0,0,0,141,427,1588.059196
0,32,2,2,1,0,0,0,141,429,801.981364
0,28,2,2,1,0,0,0,141,430,99.51837006
0,25,1,1,1,1,0,0,141,430,372.962648
0,24,1,1,1,1,0,0,141,431,350.2388048
0,27,2,2,1,0,0,0,141,431,516.7232325
0,27,2,2,1,0,0,0,141,431,433.0620935
0,31,1,1,1,0,0,0,141,431,32.57548411
0,22,1,1,1,0,0,0,141,426,2629.898985
0,24,2,1,1,1,0,0,141,428,1318.914475
0,24,2,1,1,0,0,0,141,430,805.8979332
0,24,2,1,1,0,0,0,141,430,388.6001296
0,24,2,1,1,0,0,0,141,430,306.5520419
0,24,2,1,1,0,0,0,141,430,298.2891542
0,22,2,1,1,1,0,0,141,430,522.8829709
0,23,2,1,1,1,0,0,141,430,252.9586428
0,21,2,1,1,0,0,0,141,431,594.4432671
0,24,2,1,1,1,0,0,141,431,494.1796063
0,21,1,1,1,1,0,0,141,431,693.6043519
0,24,1,1,1,0,0,0,141,431,464.6245288
0,26,2,1,1,0,0,0,144,371,1017.157501
0,26,2,1,1,0,0,0,144,373,312.4640486
0,24,1,1,1,0,0,0,144,373,134.6415011
0,26,2,1,1,0,0,0,143,375,477.5393654
0,28,1,1,1,0,0,0,143,375,212.1136958
0,30,2,1,1,0,0,0,143,376,17.3481004
0,28,1,1,1,0,0,0,143,379,60.98851096
0,27,1,1,1,0,0,0,143,378,125.5759077
0,21,2,2,1,1,0,0,142,381,515.5896852
0,27,2,1,1,0,0,0,144,371,324.1618463
0,23,1,1,1,0,0,0,144,373,275.0917331
1,26,1,1,1,1,0,0,143,374,51.79572023
0,24,1,1,1,0,0,0,143,375,423.0536114
0,25,1,1,1,0,0,0,143,376,277.3293671
0,26,1,1,1,0,0,0,143,378,304.8668749
0,29,1,1,1,0,0,0,143,378,36.53792493
0,28,2,1,1,1,0,0,143,379,199.8342329
0,28,1,1,1,0,0,0,143,379,1028.505919
1,27,2,2,1,0,0,0,144,371,90.82217305
0,27,2,1,1,0,0,0,144,371,355.2179086
0,25,1,1,1,0,0,0,144,373,116.8828833
0,28,1,1,1,1,0,0,144,373,39.30285384
0,27,1,1,1,1,0,0,144,374,210.7073417
0,26,1,1,1,0,0,0,144,373,46.52464677
0,26,1,1,1,0,0,0,143,376,27.66688807
0,27,1,1,1,0,0,0,143,376,335.1805858
0,26,1,1,1,0,0,0,143,376,430.0086368
0,29,1,1,1,0,0,0,143,376,275.3906058
0,27,1,1,1,1,0,0,143,379,38.43698671
0,27,1,1,1,0,0,0,143,379,277.5958522
0,23,1,1,1,0,0,0,142,381,437.5402434
0,27,2,2,1,0,0,0,144,369,7.733363665
0,23,1,1,1,0,0,0,144,372,410.7790967
0,26,1,1,1,0,0,0,144,371,341.9429707
0,24,1,1,1,0,0,0,144,372,287.3660846
0,26,1,1,1,0,0,0,144,373,82.10685058
0,25,1,1,1,0,0,0,144,374,996.3255242
0,27,1,1,1,0,0,0,143,374,692.8366206
0,25,1,1,1,0,0,0,143,374,968.4746191
0,26,1,1,1,0,0,0,143,376,214.7244047
0,29,1,1,1,0,0,0,143,376,123.6174184
0,28,1,1,1,1,0,0,143,376,546.5385877
0,27,1,1,1,1,0,0,143,378,730.4532304
0,27,1,1,1,1,0,0,143,378,699.2369235
0,22,2,2,1,1,0,0,143,380,1494.779278
0,22,2,2,1,1,0,0,143,380,1427.294575
1,24,2,1,1,0,0,0,144,369,227.1773882
0,22,1,1,1,0,0,0,144,372,328.7310511
0,23,1,1,1,0,0,0,144,373,146.4989758
0,26,1,1,1,0,0,0,144,373,198.6625133
0,26,1,1,1,0,0,0,144,374,372.7793217
0,28,1,1,1,1,0,0,144,374,227.2370021
0,29,1,1,1,1,0,0,144,374,231.9956724
0,29,1,1,1,1,0,0,143,376,443.7191069
1,28,2,1,1,1,0,0,143,379,1656.912144
0,25,2,1,1,1,0,0,143,379,1686.480129
1,27,1,1,1,1,0,0,143,378,1672.51788
0,21,2,2,1,1,1,0,143,380,706.8454335
0,24,2,1,1,0,0,0,144,368,13.81694852
1,23,2,2,1,0,0,0,144,369,344.2866323
1,21,1,1,1,0,0,0,144,373,873.0130492
0,29,1,1,1,1,0,0,144,374,335.4667323
0,28,1,1,1,1,0,0,144,374,10.64200865
0,30,1,1,1,0,0,0,143,374,1082.856921
0,30,1,1,1,1,0,0,143,376,1168.892134
0,28,1,1,1,1,0,0,143,377,1390.402681
0,28,1,1,1,1,0,0,143,377,2078.009969
0,24,2,1,1,1,0,0,143,378,1981.860527
1,22,2,2,1,1,0,0,143,379,2006.813502
0,25,2,1,1,0,0,0,145,368,597.9491954
0,25,2,2,1,0,0,0,144,369,141.0103301
0,26,2,1,1,0,0,0,144,371,1.589199391
0,28,1,1,1,0,0,0,144,374,544.8978275
1,27,2,1,1,0,0,0,144,374,115.3154951
0,26,2,1,1,0,0,0,144,374,506.5835067
0,26,1,1,1,0,0,0,143,377,1695.574391
0,27,2,1,1,0,0,0,143,377,1359.123127
0,24,2,2,1,1,1,0,143,380,1726.579953
0,22,2,2,1,1,0,0,143,380,1226.643327
0,26,2,2,1,1,0,0,143,380,1100.499228
0,20,2,2,1,1,0,0,142,380,763.714537
0,27,2,2,1,0,0,0,144,370,122.9448806
0,24,2,2,1,0,0,0,144,373,307.5814549
0,29,2,2,1,0,0,0,144,374,246.0501665
1,27,2,1,1,0,0,0,143,374,369.7829802
0,25,1,1,1,0,0,0,144,375,552.7046241
0,24,2,2,1,1,1,0,143,379,727.5480036
0,25,2,2,1,1,1,0,143,380,568.1192571
0,25,2,2,1,1,0,0,143,380,437.1796497
0,29,2,2,1,0,0,0,146,368,244.0864503
0,26,2,2,1,1,0,0,145,368,203.2815172
0,30,1,1,1,0,0,0,144,370,418.1044429
1,28,1,1,1,0,0,0,145,372,294.4139368
0,27,1,1,1,1,0,0,144,375,17.97796265
0,23,2,2,1,1,0,0,143,379,279.0142553
0,26,2,1,1,0,0,0,145,369,207.9942144
0,27,2,2,1,1,0,0,145,369,530.6930097
1,29,2,1,1,0,0,0,144,370,674.3528857
0,29,1,1,1,1,0,0,145,372,371.5320427
0,26,2,2,1,1,0,0,143,375,36.53992765
0,23,2,1,1,0,0,0,144,384,241.3265035
0,20,1,1,1,0,0,0,144,384,440.1901958
0,22,1,1,1,0,0,0,144,383,640.9979747
0,22,1,1,1,0,0,0,144,383,834.7860626
0,24,1,1,1,0,0,0,144,384,1127.197596
0,26,1,1,1,0,0,0,144,387,1262.2507
0,22,1,1,1,0,0,0,143,387,463.7273853
0,22,1,1,1,0,0,0,143,388,687.8817469
0,23,1,1,1,0,0,0,143,388,872.2199708
0,24,1,1,1,0,0,0,143,389,1058.437161
0,22,1,1,1,0,0,0,144,384,969.0923198
0,23,2,1,1,0,0,0,144,384,1497.706211
0,24,1,1,1,0,0,0,144,385,1851.887292
0,27,2,1,1,0,0,0,144,385,1987.230643
0,27,1,1,1,0,0,0,144,387,1454.344908
0,26,1,1,1,0,0,0,144,387,1374.899416
0,23,1,1,1,0,0,0,144,387,1583.552352
1,24,1,1,1,0,0,0,143,389,1719.464447
0,24,1,1,1,0,0,0,143,389,1894.450535
1,22,1,1,1,0,0,0,144,388,1956.073427
0,22,1,1,1,0,0,0,143,389,2029.603222
1,26,1,1,1,0,0,0,143,389,2281.339074
0,20,2,1,1,1,0,0,144,384,144.3402705
0,26,2,1,1,0,0,0,144,386,1772.244549
0,24,1,1,1,0,0,0,144,386,1478.370284
0,25,1,1,1,0,0,0,144,388,1600.266927
0,21,2,1,1,1,0,0,144,388,556.751556
0,24,1,1,1,1,0,0,144,387,1350.076417
1,23,2,1,1,0,0,0,144,389,2423.240528
0,24,2,1,1,0,0,0,144,389,2003.044814
0,26,1,1,1,0,0,0,144,389,1822.508553
0,25,1,1,1,0,0,0,144,389,1715.857367
0,23,2,1,1,1,0,0,144,384,104.3654566
1,27,2,2,1,0,0,0,144,384,550.9479881
0,24,1,1,1,0,0,0,144,385,1122.11582
0,21,1,1,1,1,0,0,144,385,766.266614
0,22,1,1,1,1,0,0,144,388,571.9770704
0,21,1,1,1,1,0,0,144,388,1358.504943
0,23,2,1,1,1,0,0,144,388,1064.661782
0,25,2,1,1,1,0,0,144,390,1000.581666
0,24,1,1,1,0,0,0,144,389,1737.507739
0,21,2,1,1,1,0,0,144,383,8.544913579
1,22,2,1,1,1,0,0,144,384,94.55028007
0,23,2,2,1,1,1,0,144,387,18.03801187
0,26,1,1,1,1,0,0,144,388,445.1641398
0,23,2,1,1,1,0,0,144,390,371.2656568
0,24,2,2,2,2,1,1,144,390,359.5398044
0,23,2,1,1,1,0,0,144,390,283.1766971
0,24,2,2,1,1,1,0,144,390,12.21902442
0,19,2,1,1,1,0,0,144,390,7.623479605
0,23,1,1,1,1,0,0,144,390,1155.286814
1,22,1,1,1,1,0,0,144,384,539.5542912
0,24,2,1,1,1,0,0,144,386,275.2817237
0,26,2,1,1,1,0,0,144,389,340.8460533
0,23,1,1,1,1,1,0,144,390,587.144868
1,23,2,1,1,1,1,0,144,390,22.24880694
1,23,2,1,1,1,1,0,144,390,35.61310913
0,25,2,2,1,1,1,0,144,387,285.9511781
0,25,1,1,1,1,1,0,144,389,118.7822662
0,29,2,1,1,1,0,0,144,389,33.84043293
0,25,1,1,1,1,1,0,144,388,5.308620683
0,27,2,1,1,1,0,0,144,389,109.4648486
1,23,2,2,1,1,0,0,144,389,32.59293279
0,23,2,2,1,1,0,0,144,389,35.12654146
0,27,2,1,1,0,0,0,144,389,285.7335738
0,26,1,1,1,0,0,0,144,391,7.955165047
0,24,1,1,1,1,1,0,144,391,14.80169474
0,24,1,1,1,1,1,0,144,391,5.920019297
0,23,2,1,1,1,1,0,144,386,608.49754
0,22,2,1,1,1,0,0,144,386,961.5738359
0,24,2,1,1,1,1,0,144,387,1351.123616
0,25,2,1,1,1,0,0,144,389,52.44582076
0,28,2,2,1,1,0,0,144,389,273.4715417
0,26,2,1,1,1,0,0,144,391,3.293521509
0,26,2,1,1,1,0,0,144,391,16.09964093
0,23,2,1,1,1,1,0,144,392,6.125048491
0,24,2,2,1,1,0,0,144,392,27.56913733
0,22,2,1,1,1,1,0,144,392,240.0856808
0,21,2,1,1,1,1,0,144,387,963.7311836
0,26,2,2,1,1,0,0,144,387,239.568075
1,25,2,2,1,1,0,0,144,389,630.9750085
0,27,2,2,1,1,0,0,144,389,444.7219347
1,22,1,1,1,0,0,0,144,389,5.982411443
0,26,2,2,1,1,0,0,144,389,32.63671705
1,27,2,2,1,1,0,0,144,389,134.6591952
0,26,2,2,1,0,0,0,144,390,665.8558555
0,29,2,2,1,0,0,0,144,390,683.1208122
0,31,2,2,1,0,0,0,144,390,386.3146554
0,22,2,1,1,1,1,0,144,392,307.2891198
0,26,2,1,1,0,0,0,143,388,344.2059263
0,28,1,1,1,0,0,0,144,388,57.28152711
1,29,2,2,1,0,0,0,144,389,158.3938328
0,30,2,1,1,0,0,0,144,389,20.15902911
0,29,2,2,1,0,0,0,144,389,44.64087379
0,26,1,1,1,1,0,0,144,389,88.62692155
0,25,2,1,1,0,0,0,145,389,111.7080388
0,25,2,1,1,0,0,0,145,389,95.66828202
1,26,1,1,1,1,0,0,145,389,4.383283524
0,27,1,1,1,1,0,0,145,390,378.3038853
0,20,1,1,1,1,0,0,141,422,1526.266153
0,19,1,1,1,0,0,0,141,423,326.3515229
1,20,1,1,1,1,0,0,141,422,244.1868118
0,20,1,1,1,0,0,0,141,423,525.7191756
1,21,1,1,1,0,0,0,141,423,552.8182527
0,21,1,1,1,0,0,0,141,423,851.2789287
0,26,2,2,1,1,0,0,141,421,2132.173788
0,26,2,1,1,1,0,0,141,421,2397.653413
0,21,1,1,1,1,0,0,141,422,68.35063906
0,21,1,1,1,0,0,0,141,423,575.84241
0,22,1,1,1,0,0,0,141,422,1097.664578
1,21,1,1,1,0,0,0,141,422,793.1538884
0,21,1,1,1,0,0,0,141,422,1062.910046
0,20,1,1,1,0,0,0,141,422,636.0039806
0,20,1,1,1,0,0,0,141,420,2951.126773
0,19,1,1,1,1,0,0,141,421,3229.259395
0,19,1,1,1,1,0,0,141,421,3356.879504
0,20,1,1,1,1,0,0,141,422,2513.686221
0,20,2,1,1,1,0,0,141,421,1962.278147
1,19,1,1,1,1,0,0,141,422,20.47478744
0,20,1,1,1,0,0,0,141,422,291.7088904
0,20,1,1,1,0,0,0,141,423,336.7545377
1,20,2,1,1,0,0,0,141,422,441.5826473
0,22,1,1,1,0,0,0,141,423,21.21225452
0,20,1,1,1,0,0,0,141,424,619.5202459
1,22,2,1,1,0,0,0,141,424,276.9111346
0,22,2,1,1,1,0,0,141,421,2754.895297
0,21,2,1,1,1,0,0,141,422,2315.680637
1,22,2,1,1,1,0,0,141,422,2242.971922
1,21,1,1,1,1,0,0,141,422,1409.321785
0,21,1,1,1,1,0,0,141,422,1430.209854
1,21,2,1,1,1,0,0,141,423,832.4015115
0,22,1,1,1,0,0,0,141,422,100.2812671
1,23,1,1,1,0,0,0,141,422,262.0997271
1,22,1,1,1,1,0,0,141,423,398.7612433
0,22,2,1,1,0,0,0,141,423,540.7522682
0,22,1,1,1,1,1,0,141,424,328.1034463
0,20,1,1,1,1,0,0,141,424,506.5832584
0,18,1,1,1,0,0,0,141,425,521.7711168
0,22,1,1,1,1,0,0,141,421,2977.177662
1,21,1,1,1,1,0,0,141,422,2317.456798
0,20,1,1,1,0,0,0,141,422,1556.967564
0,19,1,1,1,0,0,0,141,424,397.3177471
1,20,1,1,1,0,0,0,141,424,221.0027361
1,20,1,1,1,0,0,0,141,424,315.0678035
0,20,1,1,1,0,0,0,141,425,271.8848564
0,22,1,1,1,1,0,0,141,425,457.3580526
0,22,1,1,1,1,0,0,141,425,1159.84592
0,21,1,1,1,1,0,0,141,425,1102.700033
0,25,1,1,1,1,0,0,141,425,388.9156491
0,25,2,2,1,1,0,0,141,421,1578.270042
0,22,2,2,1,1,0,0,141,421,2572.543554
1,26,1,1,1,0,0,0,141,422,2225.640816
1,19,1,1,1,1,0,0,141,422,1348.728497
1,22,2,1,1,1,0,0,141,422,1713.394266
1,25,2,1,1,0,0,0,141,422,1888.168279
1,23,1,1,1,1,0,0,141,422,1309.960992
1,27,1,1,1,0,0,0,141,422,1778.11087
0,21,1,1,1,0,0,0,141,424,757.5525364
1,21,1,1,1,1,0,0,141,424,1014.623592
1,20,1,1,1,0,0,0,141,425,176.9515914
0,21,1,1,1,0,0,0,141,425,177.7799843
1,19,1,1,1,0,0,0,141,425,354.4199073
1,20,1,1,1,0,0,0,141,425,588.7230084
0,20,1,1,1,0,0,0,141,425,1139.176332
1,22,1,1,1,0,0,0,141,425,1433.873436
0,18,1,1,1,0,0,0,141,425,937.6569064
1,21,1,1,1,0,0,0,141,425,985.0260945
0,23,1,1,1,1,0,0,141,425,1086.95577
1,20,1,1,1,1,0,0,141,425,1289.964032
1,25,1,1,1,1,0,0,141,425,859.7328501
0,20,1,1,1,0,0,0,141,425,1331.0268
0,21,2,1,1,1,0,0,141,424,998.9773358
1,23,1,1,1,1,0,0,141,424,619.1767286
1,23,1,1,1,1,0,0,141,424,723.4885438
1,20,1,1,1,0,0,0,141,425,191.547888
0,21,1,1,1,0,0,0,141,425,263.6000196
0,19,1,1,1,0,0,0,141,425,670.6746199
1,19,1,1,1,0,0,0,141,425,331.2726774
1,23,1,1,1,0,0,0,141,425,1023.76194
1,23,1,1,1,0,0,0,141,425,846.6949456
0,21,1,1,1,0,0,0,141,425,437.9582943
1,21,1,1,1,0,0,0,141,425,402.6131531
0,20,1,1,1,0,0,0,141,425,627.0397615
1,21,1,1,1,0,0,0,141,425,1601.848481
1,22,1,1,1,0,0,0,141,424,1046.318257
0,22,1,1,1,0,0,0,141,425,1015.944802
0,23,2,1,1,0,0,0,141,425,380.3561817
0,20,1,1,1,1,0,0,141,425,88.06377098
0,20,1,1,1,0,0,0,141,424,399.6289331
0,25,1,1,1,1,0,0,142,423,1589.974234
0,26,2,2,1,1,0,0,141,425,147.7346567
1,26,2,2,1,1,0,0,141,425,5.54345055
1,25,2,1,1,0,0,0,141,425,977.2604437
0,25,2,1,1,0,0,0,141,425,423.4056742
1,25,1,1,1,1,0,0,141,425,682.1787498
0,25,2,2,1,0,0,0,141,425,80.38627955
1,20,1,1,1,0,0,0,141,425,385.5095603
